I_U,T_INT,seed,nodes_completed,sim_duration_s,total_survey_time_s,fleet_distance_m,conv_time_min_s,conv_time_max_s,conv_time_mean_s,wall_time_s,error
0.050,4.000,5,30,110.000,110.000,2094.500,20.000,70.700,32.130,4.330,
0.050,4.000,6,30,144.000,144.000,1977.370,20.000,79.000,32.070,4.180,
0.050,4.000,7,30,119.000,119.000,1933.880,20.000,80.300,30.410,4.160,
0.050,4.000,8,30,120.000,120.000,1694.860,20.000,59.600,26.270,4.090,
0.050,4.000,9,30,108.000,108.000,1999.770,20.000,45.800,28.560,4.360,
0.050,4.500,0,30,127.000,127.000,2159.170,22.500,63.700,28.790,4.390,
0.050,4.500,1,30,129.000,129.000,1865.200,22.500,87.200,35.550,4.260,
0.050,4.500,2,30,118.000,118.000,1953.500,22.500,61.900,29.000,4.210,
0.050,4.500,3,30,112.000,112.000,1881.570,22.500,70.600,34.240,4.260,
0.050,4.500,4,30,139.000,139.000,1833.260,22.500,80.400,34.660,4.210,
0.050,4.500,5,30,141.000,141.000,2086.320,22.500,73.700,41.960,4.260,
0.050,4.500,6,30,151.000,151.000,2003.600,22.500,87.100,37.610,4.390,
0.050,4.500,7,30,124.000,124.000,1934.030,22.500,91.000,34.410,4.250,
0.050,4.500,8,30,121.000,121.000,1713.350,22.500,60.700,29.190,4.210,
0.050,4.500,9,30,129.000,129.000,1989.790,22.500,75.500,30.630,4.410,
0.050,5.000,0,30,135.000,135.000,2177.790,25.000,68.900,33.590,4.430,
0.050,5.000,1,30,131.000,131.000,1857.580,25.000,86.500,39.900,4.320,
0.050,5.000,2,30,114.000,114.000,1932.940,25.000,60.200,33.650,4.250,
0.050,5.000,3,30,123.000,123.000,1888.380,25.000,72.500,38.700,4.340,
0.050,5.000,4,30,141.000,141.000,1833.260,25.000,81.500,37.050,4.180,
0.050,5.000,5,30,159.000,159.000,2086.320,25.000,80.600,45.420,4.470,
0.050,5.000,6,30,161.000,161.000,1968.650,25.000,91.500,40.620,4.430,
0.050,5.000,7,30,137.000,137.000,1888.260,25.000,95.600,39.300,4.160,
0.050,5.000,8,30,121.000,121.000,1696.280,25.000,58.600,32.340,4.150,
0.050,5.000,9,30,131.000,131.000,1987.440,25.000,78.900,34.660,4.330,
0.050,5.500,0,30,143.000,143.000,2136.460,27.500,70.500,37.660,4.440,
0.050,5.500,1,30,134.000,134.000,1860.990,27.500,92.600,43.170,4.290,
0.050,5.500,2,30,132.000,132.000,1977.610,27.500,72.500,37.080,4.300,
0.050,5.500,3,30,136.000,136.000,1888.490,27.500,84.300,43.430,4.390,
0.050,5.500,4,30,147.000,147.000,1846.430,27.500,86.900,41.180,4.360,
0.050,5.500,5,30,162.000,162.000,2086.320,27.500,87.800,47.600,4.560,
0.050,5.500,6,30,173.000,173.000,1984.990,27.500,99.200,44.160,4.470,
0.050,5.500,7,30,133.000,133.000,1858.840,27.500,100.100,44.200,4.270,
0.050,5.500,8,30,120.000,120.000,1717.510,27.500,92.900,35.900,4.360,
0.050,5.500,9,30,133.000,133.000,1987.430,27.500,79.900,36.830,4.420,
0.050,6.000,0,30,145.000,145.000,2126.360,30.000,73.700,38.540,4.480,
0.050,6.000,1,30,133.000,133.000,1871.460,30.000,98.600,44.670,4.330,
0.050,6.000,2,30,140.000,140.000,1904.210,30.000,76.000,41.000,4.300,
0.050,6.000,3,30,140.000,140.000,1902.430,30.000,87.200,45.480,4.440,
0.050,6.000,4,30,157.000,157.000,1859.270,30.000,94.900,44.680,4.390,
0.050,6.000,5,30,161.000,161.000,2099.160,30.000,100.000,50.310,4.560,
0.050,6.000,6,30,150.000,150.000,2019.920,30.000,100.400,45.550,4.480,
0.050,6.000,7,30,131.000,131.000,1848.560,30.000,105.000,46.340,4.290,
0.050,6.000,8,30,139.000,139.000,1650.190,30.000,99.700,43.280,4.330,
0.050,6.000,9,30,153.000,153.000,1929.880,30.000,82.700,44.010,4.450,
0.050,6.500,0,30,147.000,147.000,2142.840,32.500,79.000,41.310,4.520,
0.050,6.500,1,30,211.000,211.000,1865.870,32.500,120.200,53.190,4.350,
0.050,6.500,2,30,147.000,147.000,1911.860,32.500,84.500,43.460,4.390,
0.050,6.500,3,30,206.000,206.000,1899.460,32.500,122.800,53.870,4.530,
0.050,6.500,4,30,159.000,159.000,1865.510,32.500,93.400,47.970,4.460,
0.050,6.500,5,30,212.000,212.000,2134.460,32.500,108.100,54.760,4.670,
0.050,6.500,6,30,184.000,184.000,2013.270,32.500,104.200,51.030,4.500,
0.050,6.500,7,30,133.000,133.000,1871.540,32.500,109.300,48.690,4.320,
0.050,6.500,8,30,157.000,157.000,1618.140,32.500,105.500,48.240,4.320,
0.050,6.500,9,30,154.000,154.000,2054.340,32.500,86.300,48.160,4.530,
0.050,7.000,0,30,141.000,141.000,2098.020,35.000,84.200,43.700,4.500,
0.050,7.000,1,30,223.000,223.000,1880.100,35.000,130.300,54.690,4.420,
0.050,7.000,2,30,155.000,155.000,1911.860,35.000,82.300,46.670,4.390,
0.050,7.000,3,30,195.000,195.000,1899.460,35.000,128.100,56.560,4.640,
0.050,7.000,4,30,175.000,175.000,1880.810,35.000,108.300,52.780,4.530,
0.050,7.000,5,30,171.000,171.000,2148.490,35.000,110.200,55.280,4.670,
0.050,7.000,6,30,177.000,177.000,2060.430,35.000,135.200,56.240,4.620,
0.050,7.000,7,30,179.000,179.000,1871.540,35.000,116.100,51.440,4.380,
0.050,7.000,8,30,169.000,169.000,1611.190,35.000,109.900,51.950,4.270,
0.050,7.000,9,30,165.000,165.000,1981.180,35.000,91.900,52.660,4.450,
0.060,3.000,0,30,88.000,88.000,2176.440,15.000,49.700,20.230,4.780,
0.060,3.000,1,30,97.000,97.000,1883.990,15.000,63.800,25.520,4.540,
0.060,3.000,2,30,85.000,85.000,1872.900,15.000,44.400,22.200,4.470,
0.060,3.000,3,30,94.000,94.000,1884.770,15.000,45.200,23.400,4.450,
0.060,3.000,4,30,75.000,75.000,1825.070,15.000,40.400,20.850,4.500,
0.060,3.000,5,30,93.000,93.000,2095.620,15.000,59.300,24.000,4.710,
0.060,3.000,6,30,80.000,80.000,2014.210,15.000,46.400,22.240,4.650,
0.060,3.000,7,30,74.000,74.000,1866.550,15.000,65.100,21.050,4.330,
0.060,3.000,8,30,108.000,108.000,1677.280,15.000,53.300,22.390,4.370,
0.060,3.000,9,30,99.000,99.000,1987.310,15.000,42.600,21.940,4.690,
0.060,3.500,0,30,90.000,90.000,2176.440,17.500,52.000,22.160,4.690,
0.060,3.500,1,30,106.000,106.000,1876.490,17.500,69.700,29.550,4.490,
0.060,3.500,2,30,90.000,90.000,1940.520,17.500,52.800,22.950,4.510,
0.060,3.500,3,30,105.000,105.000,1936.050,17.500,49.000,28.450,4.540,
0.060,3.500,4,30,127.000,127.000,1853.390,17.500,70.300,25.450,4.460,
0.060,3.500,5,30,102.000,102.000,2091.270,17.500,65.200,28.560,4.670,
0.060,3.500,6,30,114.000,114.000,2027.290,17.500,66.300,28.390,4.550,
0.060,3.500,7,30,106.000,106.000,1823.890,17.500,73.500,28.740,4.300,
0.060,3.500,8,30,112.000,112.000,1666.280,17.500,57.500,25.500,4.370,
0.060,3.500,9,30,106.000,106.000,2003.440,17.500,46.800,25.540,4.580,
0.060,4.000,0,30,116.000,116.000,2183.250,20.000,59.200,27.100,4.690,
0.060,4.000,1,30,119.000,119.000,1873.190,20.000,80.900,32.820,4.520,
0.060,4.000,2,30,119.000,119.000,1944.710,20.000,65.400,26.410,4.450,
0.060,4.000,3,30,119.000,119.000,1892.900,20.000,60.400,31.600,4.570,
0.060,4.000,4,30,134.000,134.000,1830.120,20.000,76.700,29.900,4.460,
0.060,4.000,5,30,110.000,110.000,2094.500,20.000,70.700,32.130,4.630,
0.060,4.000,6,30,144.000,144.000,1977.370,20.000,79.000,32.070,4.530,
0.060,4.000,7,30,119.000,119.000,1933.880,20.000,80.300,30.410,4.450,
0.060,4.000,8,30,120.000,120.000,1694.860,20.000,59.600,26.270,4.360,
0.060,4.000,9,30,108.000,108.000,1999.770,20.000,45.800,28.560,4.640,
0.060,4.500,0,30,127.000,127.000,2159.170,22.500,63.700,28.790,4.700,
0.060,4.500,1,30,129.000,129.000,1865.200,22.500,87.200,35.550,4.500,
0.060,4.500,2,30,118.000,118.000,1953.500,22.500,61.900,29.000,4.470,
0.060,4.500,3,30,112.000,112.000,1881.570,22.500,70.600,34.240,4.580,
0.060,4.500,4,30,139.000,139.000,1833.260,22.500,80.400,34.660,4.400,
0.060,4.500,5,30,141.000,141.000,2086.320,22.500,73.700,41.960,4.560,
0.060,4.500,6,30,151.000,151.000,2003.600,22.500,87.100,37.610,4.600,
0.060,4.500,7,30,124.000,124.000,1934.030,22.500,91.000,34.410,4.410,
0.060,4.500,8,30,121.000,121.000,1713.350,22.500,60.700,29.190,4.460,
0.060,4.500,9,30,129.000,129.000,1989.790,22.500,75.500,30.630,4.580,
0.060,5.000,0,30,135.000,135.000,2177.790,25.000,68.900,33.590,4.660,
0.060,5.000,1,30,131.000,131.000,1857.580,25.000,86.500,39.900,4.550,
0.060,5.000,2,30,114.000,114.000,1932.940,25.000,60.200,33.650,4.510,
0.060,5.000,3,30,123.000,123.000,1888.380,25.000,72.500,38.700,4.570,
0.060,5.000,4,30,141.000,141.000,1833.260,25.000,81.500,37.050,4.410,
0.060,5.000,5,30,159.000,159.000,2086.320,25.000,80.600,45.420,4.720,
0.060,5.000,6,30,161.000,161.000,1968.650,25.000,91.500,40.620,4.610,
0.060,5.000,7,30,137.000,137.000,1888.260,25.000,95.600,39.300,4.370,
0.060,5.000,8,30,121.000,121.000,1696.280,25.000,58.600,32.340,4.370,
0.060,5.000,9,30,131.000,131.000,1987.440,25.000,78.900,34.660,4.550,
0.060,5.500,0,30,143.000,143.000,2136.460,27.500,70.500,37.660,4.620,
0.060,5.500,1,30,134.000,134.000,1860.990,27.500,92.600,43.170,4.500,
0.060,5.500,2,30,132.000,132.000,1977.610,27.500,72.500,37.080,4.530,
0.060,5.500,3,30,136.000,136.000,1888.490,27.500,84.300,43.430,4.570,
0.060,5.500,4,30,147.000,147.000,1846.430,27.500,86.900,41.180,4.520,
0.060,5.500,5,30,162.000,162.000,2086.320,27.500,87.800,47.600,4.720,
0.060,5.500,6,30,173.000,173.000,1984.990,27.500,99.200,44.160,4.590,
0.060,5.500,7,30,133.000,133.000,1858.840,27.500,100.100,44.200,4.410,
0.060,5.500,8,30,120.000,120.000,1717.510,27.500,92.900,35.900,4.500,
0.060,5.500,9,30,133.000,133.000,1987.430,27.500,79.900,36.830,4.540,
0.060,6.000,0,30,145.000,145.000,2126.360,30.000,73.700,38.540,4.610,
0.060,6.000,1,30,133.000,133.000,1871.460,30.000,98.600,44.670,4.520,
0.060,6.000,2,30,140.000,140.000,1904.210,30.000,76.000,41.000,4.480,
0.060,6.000,3,30,140.000,140.000,1902.430,30.000,87.200,45.480,4.620,
0.060,6.000,4,30,157.000,157.000,1859.270,30.000,94.900,44.680,4.550,
0.060,6.000,5,30,161.000,161.000,2099.160,30.000,100.000,50.310,4.740,
0.060,6.000,6,30,150.000,150.000,2019.920,30.000,100.400,45.550,4.630,
0.060,6.000,7,30,131.000,131.000,1848.560,30.000,105.000,46.340,4.430,
0.060,6.000,8,30,139.000,139.000,1650.190,30.000,99.700,43.280,4.470,
0.060,6.000,9,30,153.000,153.000,1929.880,30.000,82.700,44.010,4.630,
0.060,6.500,0,30,147.000,147.000,2142.840,32.500,79.000,41.310,4.670,
0.060,6.500,1,30,211.000,211.000,1865.870,32.500,120.200,53.190,4.490,
0.060,6.500,2,30,147.000,147.000,1911.860,32.500,84.500,43.460,4.460,
0.060,6.500,3,30,206.000,206.000,1899.460,32.500,122.800,53.870,4.680,
0.060,6.500,4,30,159.000,159.000,1865.510,32.500,93.400,47.970,4.540,
0.060,6.500,5,30,212.000,212.000,2134.460,32.500,108.100,54.760,4.810,
0.060,6.500,6,30,184.000,184.000,2013.270,32.500,104.200,51.030,4.640,
0.060,6.500,7,30,133.000,133.000,1871.540,32.500,109.300,48.690,4.500,
0.060,6.500,8,30,157.000,157.000,1618.140,32.500,105.500,48.240,4.440,
0.060,6.500,9,30,154.000,154.000,2054.340,32.500,86.300,48.160,4.660,
0.060,7.000,0,30,141.000,141.000,2098.020,35.000,84.200,43.700,4.610,
0.060,7.000,1,30,223.000,223.000,1880.100,35.000,130.300,54.690,4.560,
0.060,7.000,2,30,155.000,155.000,1911.860,35.000,82.300,46.670,4.550,
0.060,7.000,3,30,195.000,195.000,1899.460,35.000,128.100,56.560,4.780,
0.060,7.000,4,30,175.000,175.000,1880.810,35.000,108.300,52.780,4.620,
0.060,7.000,5,30,171.000,171.000,2148.490,35.000,110.200,55.280,4.820,
0.060,7.000,6,30,177.000,177.000,2060.430,35.000,135.200,56.240,4.750,
0.060,7.000,7,30,179.000,179.000,1871.540,35.000,116.100,51.440,4.520,
0.060,7.000,8,30,169.000,169.000,1611.190,35.000,109.900,51.950,4.380,
0.060,7.000,9,30,165.000,165.000,1981.180,35.000,91.900,52.660,4.610,
0.070,3.000,0,30,88.000,88.000,2176.440,15.000,49.700,20.230,4.790,
0.070,3.000,1,30,100.000,100.000,1883.990,15.000,66.100,26.150,4.540,
0.070,3.000,2,30,85.000,85.000,1872.900,15.000,44.400,22.200,4.500,
0.070,3.000,3,30,94.000,94.000,1884.770,15.000,45.200,23.400,4.590,
0.070,3.000,4,30,75.000,75.000,1825.070,15.000,40.400,20.850,4.550,
0.070,3.000,5,30,93.000,93.000,2095.620,15.000,59.300,24.090,4.750,
0.070,3.000,6,30,80.000,80.000,2014.210,15.000,46.400,22.240,4.690,
0.070,3.000,7,30,76.000,76.000,1866.550,15.000,68.000,21.150,4.400,
0.070,3.000,8,30,108.000,108.000,1677.280,15.000,53.300,22.390,4.400,
0.070,3.000,9,30,99.000,99.000,1987.310,15.000,42.600,21.940,4.860,
0.070,3.500,0,30,90.000,90.000,2176.440,17.500,52.000,22.160,4.850,
0.070,3.500,1,30,106.000,106.000,1876.490,17.500,69.700,29.550,4.680,
0.070,3.500,2,30,90.000,90.000,1940.520,17.500,52.800,22.950,4.650,
0.070,3.500,3,30,105.000,105.000,1936.050,17.500,49.000,28.450,4.860,
0.070,3.500,4,30,128.000,128.000,1853.390,17.500,71.500,25.490,4.670,
0.070,3.500,5,30,102.000,102.000,2091.270,17.500,65.200,28.560,4.900,
0.070,3.500,6,30,128.000,128.000,2027.290,17.500,91.800,29.460,4.770,
0.070,3.500,7,30,106.000,106.000,1823.890,17.500,75.700,28.810,4.500,
0.070,3.500,8,30,112.000,112.000,1666.280,17.500,57.500,25.500,4.560,
0.070,3.500,9,30,106.000,106.000,2003.440,17.500,46.800,25.540,4.760,
0.070,4.000,0,30,116.000,116.000,2183.250,20.000,59.200,27.100,4.890,
0.070,4.000,1,30,120.000,120.000,1873.190,20.000,81.200,32.830,4.630,
0.070,4.000,2,30,119.000,119.000,1944.710,20.000,65.400,26.410,4.640,
0.070,4.000,3,30,119.000,119.000,1892.900,20.000,60.400,31.600,4.730,
0.070,4.000,4,30,135.000,135.000,1830.120,20.000,77.500,29.920,4.610,
0.070,4.000,5,30,110.000,110.000,2094.500,20.000,70.700,32.130,4.750,
0.070,4.000,6,30,146.000,146.000,1977.370,20.000,80.200,32.110,4.670,
0.070,4.000,7,30,119.000,119.000,1933.880,20.000,80.900,30.430,4.580,
0.070,4.000,8,30,120.000,120.000,1694.860,20.000,59.600,26.270,4.530,
0.070,4.000,9,30,108.000,108.000,1999.770,20.000,45.800,28.560,4.770,
0.070,4.500,0,30,127.000,127.000,2159.170,22.500,63.700,28.790,4.840,
0.070,4.500,1,30,129.000,129.000,1865.200,22.500,87.200,35.550,4.640,
0.070,4.500,2,30,118.000,118.000,1953.500,22.500,61.900,29.000,4.640,
0.070,4.500,3,30,112.000,112.000,1881.570,22.500,70.600,34.240,4.730,
0.070,4.500,4,30,139.000,139.000,1833.260,22.500,80.400,34.660,4.530,
0.070,4.500,5,30,141.000,141.000,2086.320,22.500,73.700,41.960,4.740,
0.070,4.500,6,30,151.000,151.000,2003.600,22.500,87.100,37.610,4.710,
0.070,4.500,7,30,124.000,124.000,1934.030,22.500,91.000,34.410,4.560,
0.070,4.500,8,30,121.000,121.000,1713.350,22.500,60.700,29.190,4.620,
0.070,4.500,9,30,129.000,129.000,1989.790,22.500,75.500,30.630,4.730,
0.070,5.000,0,30,135.000,135.000,2177.790,25.000,68.900,33.590,4.800,
0.070,5.000,1,30,131.000,131.000,1857.580,25.000,86.500,39.900,4.650,
0.070,5.000,2,30,114.000,114.000,1932.940,25.000,60.200,33.650,4.610,
0.070,5.000,3,30,123.000,123.000,1888.380,25.000,72.500,38.700,4.720,
0.070,5.000,4,30,141.000,141.000,1833.260,25.000,81.500,37.050,4.520,
0.070,5.000,5,30,159.000,159.000,2086.320,25.000,80.600,45.420,4.880,
0.070,5.000,6,30,161.000,161.000,1968.650,25.000,91.500,40.620,4.710,
0.070,5.000,7,30,137.000,137.000,1888.260,25.000,95.600,39.300,4.570,
0.070,5.000,8,30,121.000,121.000,1696.280,25.000,58.600,32.340,4.480,
0.070,5.000,9,30,131.000,131.000,1987.440,25.000,78.900,34.660,4.700,
0.070,5.500,0,30,143.000,143.000,2136.460,27.500,70.500,37.660,4.830,
0.070,5.500,1,30,134.000,134.000,1860.990,27.500,92.600,43.170,4.670,
0.070,5.500,2,30,132.000,132.000,1977.610,27.500,72.500,37.080,4.680,
0.070,5.500,3,30,136.000,136.000,1888.490,27.500,84.300,43.430,4.770,
0.070,5.500,4,30,147.000,147.000,1846.430,27.500,86.900,41.180,4.820,
0.070,5.500,5,30,162.000,162.000,2086.320,27.500,87.800,47.600,4.990,
0.070,5.500,6,30,173.000,173.000,1984.990,27.500,99.200,44.160,4.990,
0.070,5.500,7,30,133.000,133.000,1858.840,27.500,100.100,44.200,4.670,
0.070,5.500,8,30,120.000,120.000,1717.510,27.500,92.900,35.900,4.810,
0.070,5.500,9,30,133.000,133.000,1987.430,27.500,79.900,36.830,4.860,
0.070,6.000,0,30,145.000,145.000,2126.360,30.000,73.700,38.540,4.950,
0.070,6.000,1,30,133.000,133.000,1871.460,30.000,98.600,44.670,4.870,
0.070,6.000,2,30,140.000,140.000,1904.210,30.000,76.000,41.000,4.820,
0.070,6.000,3,30,140.000,140.000,1902.430,30.000,87.200,45.480,5.120,
0.070,6.000,4,30,157.000,157.000,1859.270,30.000,94.900,44.680,5.060,
0.070,6.000,5,30,161.000,161.000,2099.160,30.000,100.000,50.310,5.180,
0.070,6.000,6,30,150.000,150.000,2019.920,30.000,100.400,45.550,5.040,
0.070,6.000,7,30,131.000,131.000,1848.560,30.000,105.000,46.340,4.760,
0.070,6.000,8,30,139.000,139.000,1650.190,30.000,99.700,43.280,4.820,
0.070,6.000,9,30,153.000,153.000,1929.880,30.000,82.700,44.010,5.010,
0.070,6.500,0,30,147.000,147.000,2142.840,32.500,79.000,41.310,5.100,
0.070,6.500,1,30,211.000,211.000,1865.870,32.500,120.200,53.190,4.870,
0.070,6.500,2,30,147.000,147.000,1911.860,32.500,84.500,43.460,4.750,
0.070,6.500,3,30,206.000,206.000,1899.460,32.500,122.800,53.880,4.860,
0.070,6.500,4,30,159.000,159.000,1865.510,32.500,93.400,47.970,4.680,
0.070,6.500,5,30,212.000,212.000,2134.460,32.500,108.100,54.760,5.070,
0.070,6.500,6,30,184.000,184.000,2013.270,32.500,104.200,51.030,4.930,
0.070,6.500,7,30,133.000,133.000,1871.540,32.500,109.300,48.690,4.720,
0.070,6.500,8,30,157.000,157.000,1618.140,32.500,105.500,48.240,4.670,
0.070,6.500,9,30,154.000,154.000,2054.340,32.500,86.300,48.160,4.890,
0.070,7.000,0,30,141.000,141.000,2098.020,35.000,84.200,43.700,4.860,
0.070,7.000,1,30,223.000,223.000,1880.100,35.000,130.300,54.690,4.790,
0.070,7.000,2,30,155.000,155.000,1911.860,35.000,82.300,46.670,4.750,
0.070,7.000,3,30,195.000,195.000,1899.460,35.000,128.100,56.560,5.010,
0.070,7.000,4,30,175.000,175.000,1880.810,35.000,108.300,52.780,4.880,
0.070,7.000,5,30,171.000,171.000,2148.490,35.000,110.200,55.280,5.070,
0.070,7.000,6,30,177.000,177.000,2060.430,35.000,135.800,56.260,5.020,
0.070,7.000,7,30,179.000,179.000,1871.540,35.000,116.100,51.440,4.750,
0.070,7.000,8,30,169.000,169.000,1611.190,35.000,109.900,51.950,4.620,
0.070,7.000,9,30,165.000,165.000,1981.180,35.000,91.900,52.660,4.890,
0.080,3.000,0,30,88.000,88.000,2176.440,15.000,49.700,20.230,4.960,
0.080,3.000,1,30,107.000,107.000,1869.260,15.000,73.600,27.600,4.730,
0.080,3.000,2,30,85.000,85.000,1872.900,15.000,44.400,22.200,4.720,
0.080,3.000,3,30,94.000,94.000,1884.770,15.000,45.200,23.400,4.690,
0.080,3.000,4,30,75.000,75.000,1825.070,15.000,40.400,20.850,4.660,
0.080,3.000,5,30,103.000,103.000,2095.620,15.000,65.300,24.800,4.970,
0.080,3.000,6,30,127.000,127.000,2014.210,15.000,93.400,23.800,4.820,
0.080,3.000,7,30,86.000,86.000,1866.550,15.000,78.000,21.480,4.540,
0.080,3.000,8,30,108.000,108.000,1677.280,15.000,53.300,22.390,4.500,
0.080,3.000,9,30,99.000,99.000,1987.310,15.000,42.600,21.940,4.850,
0.080,3.500,0,30,90.000,90.000,2176.440,17.500,52.000,22.160,4.840,
0.080,3.500,1,30,116.000,116.000,1876.490,17.500,80.000,30.270,4.690,
0.080,3.500,2,30,90.000,90.000,1940.520,17.500,52.800,22.950,4.620,
0.080,3.500,3,30,105.000,105.000,1936.050,17.500,49.000,28.450,4.830,
0.080,3.500,4,30,135.000,135.000,1853.390,17.500,78.500,25.720,4.650,
0.080,3.500,5,30,111.000,111.000,2091.270,17.500,71.300,29.170,4.880,
0.080,3.500,6,30,142.000,142.000,2027.290,17.500,105.300,30.100,4.780,
0.080,3.500,7,30,106.000,106.000,1823.890,17.500,90.100,29.290,4.500,
0.080,3.500,8,30,112.000,112.000,1666.280,17.500,57.500,25.500,4.900,
0.080,3.500,9,30,106.000,106.000,2003.440,17.500,46.800,25.540,5.130,
0.080,4.000,0,30,116.000,116.000,2183.250,20.000,60.600,27.150,5.280,
0.080,4.000,1,30,129.000,129.000,1873.190,20.000,90.100,33.530,5.020,
0.080,4.000,2,30,122.000,122.000,1944.710,20.000,68.500,26.510,5.050,
0.080,4.000,3,30,119.000,119.000,1892.900,20.000,67.100,31.830,5.100,
0.080,4.000,4,30,144.000,144.000,1830.120,20.000,86.300,30.220,4.970,
0.080,4.000,5,30,116.000,116.000,2094.500,20.000,75.200,32.460,5.150,
0.080,4.000,6,30,157.000,157.000,1977.370,20.000,91.300,32.760,5.080,
0.080,4.000,7,30,119.000,119.000,1933.880,20.000,95.200,30.910,4.800,
0.080,4.000,8,30,120.000,120.000,1694.860,20.000,59.600,26.270,4.710,
0.080,4.000,9,30,108.000,108.000,1999.770,20.000,45.800,28.560,5.020,
0.080,4.500,0,30,127.000,127.000,2159.170,22.500,63.700,28.790,5.070,
0.080,4.500,1,30,135.000,135.000,1865.200,22.500,93.900,36.410,4.880,
0.080,4.500,2,30,118.000,118.000,1953.500,22.500,61.900,29.000,4.870,
0.080,4.500,3,30,115.000,115.000,1881.570,22.500,73.400,34.330,4.930,
0.080,4.500,4,30,147.000,147.000,1833.260,22.500,88.300,34.920,4.750,
0.080,4.500,5,30,160.000,160.000,2086.320,22.500,84.500,43.130,4.960,
0.080,4.500,6,30,157.000,157.000,2003.600,22.500,93.600,38.010,4.780,
0.080,4.500,7,30,124.000,124.000,1934.030,22.500,99.600,34.690,4.650,
0.080,4.500,8,30,121.000,121.000,1713.350,22.500,60.700,29.190,4.650,
0.080,4.500,9,30,129.000,129.000,1989.790,22.500,75.500,30.630,4.790,
0.080,5.000,0,30,135.000,135.000,2177.790,25.000,68.900,33.590,4.880,
0.080,5.000,1,30,132.000,132.000,1857.580,25.000,93.700,40.580,4.710,
0.080,5.000,2,30,114.000,114.000,1932.940,25.000,60.200,33.650,4.710,
0.080,5.000,3,30,134.000,134.000,1888.380,25.000,83.500,39.070,4.800,
0.080,5.000,4,30,146.000,146.000,1833.260,25.000,86.400,37.210,4.530,
0.080,5.000,5,30,169.000,169.000,2086.320,25.000,90.400,45.790,4.900,
0.080,5.000,6,30,166.000,166.000,1968.650,25.000,96.700,40.930,4.760,
0.080,5.000,7,30,137.000,137.000,1888.260,25.000,104.300,39.590,4.540,
0.080,5.000,8,30,121.000,121.000,1696.280,25.000,58.600,32.340,4.470,
0.080,5.000,9,30,131.000,131.000,1987.440,25.000,78.900,34.660,4.720,
0.080,5.500,0,30,143.000,143.000,2136.460,27.500,70.500,37.660,4.790,
0.080,5.500,1,30,134.000,134.000,1860.990,27.500,99.800,43.460,4.650,
0.080,5.500,2,30,132.000,132.000,1977.610,27.500,72.500,37.080,4.660,
0.080,5.500,3,30,139.000,139.000,1888.490,27.500,87.300,43.600,4.740,
0.080,5.500,4,30,156.000,156.000,1846.430,27.500,95.800,41.600,4.660,
0.080,5.500,5,30,171.000,171.000,2086.320,27.500,89.700,46.510,4.890,
0.080,5.500,6,30,197.000,197.000,1984.990,27.500,123.600,45.090,4.810,
0.080,5.500,7,30,133.000,133.000,1858.840,27.500,108.200,44.470,4.640,
0.080,5.500,8,30,120.000,120.000,1717.510,27.500,97.600,36.050,4.710,
